"","Gene","Contrast","Estimate","Pr(>|t|)","FDR","TargetName","RTS_ID"
"1","A2M","normal - DKD",0.0348569971384383,0.946807929452554,0.988915547322986,"A2M","RTS0020877"
"2","A4GALT","normal - DKD",-0.142977561280555,0.285113866259844,0.882899559673926,"A4GALT","RTS0032443"
"3","AAAS","normal - DKD",-0.0747243821866441,0.670877299135715,0.942246488426705,"AAAS","RTS0031938"
"4","AACS","normal - DKD",0.0197362849888125,0.889369639323962,0.978227037035704,"AACS","RTS0034245"
"5","AAGAB","normal - DKD",0.172747728892703,0.155425845567334,0.862121639202495,"AAGAB","RTS0034488"
"6","AAK1","normal - DKD",0.182034351981106,0.40135479665517,0.89808525530235,"AAK1","RTS0031511"
"7","AAMDC","normal - DKD",0.0768943353432341,0.433749398186158,0.901543922554723,"AAMDC","RTS0034499"
"8","AAMP","normal - DKD",0.0214852971653935,0.892620005983391,0.978530912873077,"AAMP","RTS0023622"
"9","AAR2","normal - DKD",-0.0464624855774898,0.78029850858565,0.96218686669691,"AAR2","RTS0031867"
"10","AARS1","normal - DKD",0.230955235580362,0.355930461719565,0.890761257717495,"AARS1","RTS0026523"
"11","AARS2","normal - DKD",0.00407832773249709,0.986603931846757,0.998462152181454,"AARS2","RTS0033538"
"12","AARSD1","normal - DKD",-0.0132782791435361,0.945256468815848,0.988805400239707,"AARSD1","RTS0025898"
"13","AASDHPPT","normal - DKD",0.147492192418213,0.268036735669535,0.882738975620919,"AASDHPPT","RTS0031819"
"14","AASS","normal - DKD",0.225425910754266,0.379690956545839,0.894170600374308,"AASS","RTS0029482"
"15","AATF","normal - DKD",0.0453109900185477,0.717389010054341,0.949418469227941,"AATF","RTS0050058"
"16","ABAT","normal - DKD",0.0905650143732606,0.411875021292427,0.900776020592789,"ABAT","RTS0021399"
"17","ABCA1","normal - DKD",-0.218343426349217,0.376724246590866,0.894170600374308,"ABCA1","RTS0050059"
"18","ABCA2","normal - DKD",0.0761651455903826,0.808623531113089,0.96972734638766,"ABCA2","RTS0050060"
"19","ABCA3","normal - DKD",-0.159327170659847,0.382665123898905,0.894170600374308,"ABCA3","RTS0023624"
"20","ABCA5","normal - DKD",-0.0206799473965416,0.896798953401558,0.979277707248389,"ABCA5","RTS0037316"
"21","ABCB1","normal - DKD",-0.0357304138020374,0.764182034864678,0.95738317176351,"ABCB1","RTS0021614"
"22","ABCB10","normal - DKD",-0.0073724774470429,0.97874678269281,0.997504286093217,"ABCB10","RTS0030562"
"23","ABCB7","normal - DKD",0.135299627656058,0.424233552687354,0.901519767621569,"ABCB7","RTS0028440"
"24","ABCB8","normal - DKD",0.0713387298423064,0.678084428222303,0.942645148651337,"ABCB8","RTS0049487"
"25","ABCB9","normal - DKD",-0.0388418080127481,0.776928388066056,0.961434518423854,"ABCB9","RTS0025715"
"26","ABCC1","normal - DKD",0.152043564505397,0.329002948759866,0.884578444457074,"ABCC1","RTS0028928"
"27","ABCC3","normal - DKD",-0.393199770603887,0.0428752704827303,0.817127136204832,"ABCC3","RTS0024579"
"28","ABCC5","normal - DKD",0.170936478653004,0.397371280863475,0.896270116152559,"ABCC5","RTS0022711"
"29","ABCC6","normal - DKD",-0.212141605504416,0.427818031854126,0.901519767621569,"ABCC6","RTS0025105"
"30","ABCC8","normal - DKD",-0.226354332983208,0.362654473690745,0.894170600374308,"ABCC8","RTS0021154"
"31","ABCD1","normal - DKD",-0.066146006705284,0.710759994317643,0.947434863564492,"ABCD1","RTS0020892"
"32","ABCD3","normal - DKD",0.158171583751937,0.377504302705333,0.894170600374308,"ABCD3","RTS0023992"
"33","ABCD4","normal - DKD",-0.0913599907650497,0.391206121025963,0.89561192526617,"ABCD4","RTS0049488"
"34","ABCE1","normal - DKD",-0.00709698217109546,0.972680632817736,0.995715012955641,"ABCE1","RTS0023197"
"35","ABCF1","normal - DKD",0.177036446097359,0.416303935663473,0.901519767621569,"ABCF1","RTS0023627"
"36","ABCF2","normal - DKD",0.216279048468617,0.0711838405417896,0.817127136204832,"ABCF2","RTS0030448"
"37","ABCF3","normal - DKD",0.0270646353820319,0.884911990308734,0.978138788796815,"ABCF3","RTS0032951"
"38","ABCG1","normal - DKD",-0.217867293713903,0.38542599576033,0.894170600374308,"ABCG1","RTS0050064"
"39","ABHD11","normal - DKD",-0.325204575903739,0.000176360638537167,0.0379137849314795,"ABHD11","RTS0036721"
"40","ABHD12","normal - DKD",0.0516906568861783,0.702271935103436,0.94698238811699,"ABHD12","RTS0031906"
"41","ABHD14A","normal - DKD",-0.142565598137705,0.575409464436088,0.924615710023273,"ABHD14A","RTS0031812"
"42","ABHD14B","normal - DKD",0.344550432587438,0.0689375452238409,0.817127136204832,"ABHD14B","RTS0035397"
"43","ABHD16A","normal - DKD",0.378718529068999,0.357101844446066,0.890761257717495,"ABHD16A","RTS0033775"
"44","ABHD17A","normal - DKD",-0.115659909712264,0.796327908274945,0.9665998135583,"ABHD17A","RTS0024166"
"45","ABHD17C","normal - DKD",-0.0359043986501023,0.79641166348702,0.9665998135583,"ABHD17C","RTS0033807"
"46","ABHD18","normal - DKD",-0.0329066436762048,0.761508103294228,0.957355845318406,"ABHD18","RTS0023085"
"47","ABHD2","normal - DKD",-0.0618616737469853,0.300899276580362,0.882899559673926,"ABHD2","RTS0030334"
"48","ABHD3","normal - DKD",0.124200088714313,0.611574130840682,0.930308561969089,"ABHD3","RTS0036145"
"49","ABHD4","normal - DKD",0.0428440968031573,0.710492505925791,0.947434863564492,"ABHD4","RTS0033971"
"50","ABHD5","normal - DKD",-0.061028982543344,0.701802006727529,0.94698238811699,"ABHD5","RTS0032055"
"51","ABHD8","normal - DKD",-0.0973695440453108,0.600049564193778,0.928004272954869,"ABHD8","RTS0034400"
"52","ABI1","normal - DKD",0.126599589041768,0.512374287179567,0.91682039231748,"ABI1","RTS0022511"
"53","ABI2","normal - DKD",0.279110437931228,0.100767508755602,0.827644537105667,"ABI2","RTS0029478"
"54","ABITRAM","normal - DKD",0.0802516790971256,0.483596568332906,0.91112884064871,"ABITRAM","RTS0032640"
"55","ABL1","normal - DKD",-0.0712405597464115,0.614378125248114,0.930308561969089,"ABL1","RTS0029042"
"56","ABL2","normal - DKD",0.02166095282059,0.909096144325608,0.981621555110298,"ABL2","RTS0024365"
"57","ABLIM1","normal - DKD",0.0142099154404864,0.955716941038824,0.990937477686843,"ABLIM1","RTS0050066"
"58","ABLIM2","normal - DKD",0.0389849096537538,0.69715241964632,0.94698238811699,"ABLIM2","RTS0024163"
"59","ABLIM3","normal - DKD",-0.129725666700886,0.670706935066832,0.942246488426705,"ABLIM3","RTS0031533"
"60","ABO","normal - DKD",0.106961826344095,0.197494543664568,0.876619682056203,"ABO","RTS0050067"
"61","ABR","normal - DKD",-0.0439733486712962,0.834808823020883,0.971388752348854,"ABR","RTS0023629"
"62","ABRACL","normal - DKD",0.164241120221781,0.303942955923946,0.883566944410122,"ABRACL","RTS0033829"
"63","ABRAXAS1","normal - DKD",-0.165655150541837,0.41893597435362,0.901519767621569,"ABRAXAS1","RTS0036320"
"64","ABTB1","normal - DKD",-0.013767477038972,0.923204026420036,0.986143797557357,"ABTB1","RTS0035318"
"65","ABTB2","normal - DKD",-0.232092728656715,0.223367567951007,0.876619682056203,"ABTB2","RTS0036670"
"66","ACAA1","normal - DKD",0.250860733812748,0.101282984519199,0.827644537105667,"ACAA1","RTS0024177"
"67","ACAA2","normal - DKD",0.237148900902103,0.403625920042774,0.898520153447841,"ACAA2","RTS0029723"
"68","ACACB","normal - DKD",-0.0716218636640539,0.563809325971943,0.921177953277011,"ACACB","RTS0023630"
"69","ACAD10","normal - DKD",-0.172320905764207,0.183543409256559,0.876619682056203,"ACAD10","RTS0024430"
"70","ACAD11","normal - DKD",0.057521080517676,0.582875368761753,0.924615710023273,"ACAD11","RTS0035132"
"71","ACAD8","normal - DKD",-0.168765243305406,0.144023342587524,0.853132230098242,"ACAD8","RTS0031173"
"72","ACAD9","normal - DKD",-0.00154171244253033,0.990020450302909,0.999060573248682,"ACAD9","RTS0030992"
"73","ACADM","normal - DKD",0.460089900422953,0.0855489949575513,0.820195557402506,"ACADM","RTS0020879"
"74","ACADS","normal - DKD",-0.168491008451148,0.0139873885000679,0.689407675144809,"ACADS","RTS0020880"
"75","ACADSB","normal - DKD",0.166247394717024,0.186276974706486,0.876619682056203,"ACADSB","RTS0026526"
"76","ACADVL","normal - DKD",-0.021194931839614,0.946597097906292,0.988915547322986,"ACADVL","RTS0025938"
"77","ACAP2","normal - DKD",0.161807794684426,0.43505956589463,0.901543922554723,"ACAP2","RTS0030693"
"78","ACAP3","normal - DKD",-0.23045108419369,0.21635345634211,0.876619682056203,"ACAP3","RTS0049490"
"79","ACAT1","normal - DKD",0.600974047788871,0.0819884171205839,0.817127136204832,"ACAT1","RTS0020881"
"80","ACBD3","normal - DKD",0.172524297076383,0.139934206687735,0.853132230098242,"ACBD3","RTS0034130"
"81","ACBD5","normal - DKD",0.131124105326495,0.145586261618961,0.853132230098242,"ACBD5","RTS0023222"
"82","ACBD6","normal - DKD",-0.0413286165690987,0.817422442540957,0.970436697168168,"ACBD6","RTS0050069"
"83","ACE2","normal - DKD",-0.181969993706853,0.413494861804845,0.901519767621569,"ACE2","RTS0033886"
"84","ACER2","normal - DKD",-0.207969512560871,0.259950602732,0.882196078324191,"ACER2","RTS0022404"
"85","ACHE","normal - DKD",-0.112394721378667,0.29862163119526,0.882899559673926,"ACHE","RTS0021400"
"86","ACIN1","normal - DKD",0.362473763344981,0.202064899704071,0.876619682056203,"ACIN1","RTS0024970"
"87","ACLY","normal - DKD",0.158606514073816,0.12507803331536,0.84106358425058,"ACLY","RTS0023641"
"88","ACMSD","normal - DKD",-0.0185406442177079,0.930985492595126,0.986852435709311,"ACMSD","RTS0036135"
"89","ACO1","normal - DKD",0.0746839675519393,0.610269040092042,0.930308561969089,"ACO1","RTS0026970"
"90","ACO2","normal - DKD",0.274795395263426,0.206534235617491,0.876619682056203,"ACO2","RTS0023652"
"91","ACOT1","normal - DKD",0.3611049993832,0.175700031517316,0.869434315686624,"ACOT1","RTS0050071"
"92","ACOT11","normal - DKD",0.0479301429652795,0.756277547901134,0.95631540274473,"ACOT11","RTS0031885"
"93","ACOT13","normal - DKD",0.0397574935099344,0.699742271802331,0.94698238811699,"ACOT13","RTS0033024"
"94","ACOT2","normal - DKD",0.150658129135532,0.210105847516413,0.876619682056203,"ACOT2","RTS0030218"
"95","ACOT7","normal - DKD",0.0241356654972262,0.933009967466702,0.987504788313687,"ACOT7","RTS0030497"
"96","ACOT8","normal - DKD",0.0157802167193371,0.939150097644647,0.988805400239707,"ACOT8","RTS0029277"
"97","ACOX1","normal - DKD",0.140083196034233,0.411004115924497,0.900557756420329,"ACOX1","RTS0028251"
"98","ACOX2","normal - DKD",0.00376157908273479,0.98841085572809,0.998790207648427,"ACOX2","RTS0027896"
"99","ACP1","normal - DKD",0.143127489073793,0.270555998058285,0.882899559673926,"ACP1","RTS0023184"
"100","ACP2","normal - DKD",-0.142782875928436,0.413077120991312,0.901519767621569,"ACP2","RTS0049492"
"101","ACP3","normal - DKD",-0.0304953585970862,0.876697537089333,0.97752238587671,"ACP3","RTS0050072"
"102","ACP5","normal - DKD",-0.076693899289583,0.620851705767305,0.931692504837791,"ACP5","RTS0026527"
"103","ACP6","normal - DKD",-0.226851284182274,0.00250381937371398,0.301173701809596,"ACP6","RTS0032259"
"104","ACSF2","normal - DKD",0.267473393343312,0.310383708600774,0.883852033286481,"ACSF2","RTS0050075"
"105","ACSL3","normal - DKD",0.28039460163265,6.92431394108766e-05,0.0186557756819255,"ACSL3","RTS0038478"
"106","ACSL4","normal - DKD",0.191595431852711,0.688343071231598,0.94466639578563,"ACSL4","RTS0028554"
"107","ACSM2A","normal - DKD",-0.245322352868525,0.115551839152331,0.834027764792249,"ACSM2A","RTS0022377"
"108","ACSM3","normal - DKD",0.187973621003218,0.497743456669648,0.914121820686873,"ACSM3","RTS0029388"
"109","ACSS1","normal - DKD",0.154520387415377,0.438534453727132,0.902985963003655,"ACSS1","RTS0025776"
"110","ACSS2","normal - DKD",-0.0986606521260181,0.192809989204998,0.876619682056203,"ACSS2","RTS0023327"
"111","ACSS3","normal - DKD",-0.104590722943896,0.608943114361525,0.92993502987923,"ACSS3","RTS0034417"
"112","ACTA2","normal - DKD",0.0469894578293477,0.908553537950258,0.981454600442064,"ACTA2","RTS0026528"
"113","ACTG2","normal - DKD",-0.276078975250485,0.210677912875236,0.876619682056203,"ACTG2","RTS0026529"
"114","ACTL6A","normal - DKD",0.123155847466589,0.293373114109489,0.882899559673926,"ACTL6A","RTS0037699"
"115","ACTL8","normal - DKD",0.225393437469853,0.48771771165423,0.91253772045543,"ACTL8","RTS0050079"
"116","ACTN1","normal - DKD",0.197137972840068,0.0163941897341024,0.713995228764528,"ACTN1","RTS0023818"
"117","ACTN4","normal - DKD",0.49140238777699,0.224384102133317,0.876619682056203,"ACTN4","RTS0028881"
"118","ACTR10","normal - DKD",-0.0156998941634889,0.93174775434621,0.987074790538949,"ACTR10","RTS0033027"
"119","ACTR1A","normal - DKD",0.237590574889403,0.15661586870036,0.862121639202495,"ACTR1A","RTS0029463"
"120","ACTR1B","normal - DKD",0.0399952097278341,0.692715222454173,0.945244858431679,"ACTR1B","RTS0029462"
"121","ACTR2","normal - DKD",0.476338393625363,0.047239601303444,0.817127136204832,"ACTR2","RTS0022129"
"122","ACTR3","normal - DKD",0.307411902905692,0.0952904311569989,0.822840248269246,"ACTR3","RTS0029453"
"123","ACTR3B","normal - DKD",0.0322686287272235,0.883080452211839,0.978138788796815,"ACTR3B","RTS0023137"
"124","ACTR5","normal - DKD",-0.10336311417481,0.0995999733390613,0.827644537105667,"ACTR5","RTS0034600"
"125","ACTR6","normal - DKD",0.177119391677212,0.307770200499374,0.883852033286481,"ACTR6","RTS0034106"
"126","ACTR8","normal - DKD",0.00249989665412484,0.969295208908791,0.995229430958344,"ACTR8","RTS0034194"
"127","ACTRT2","normal - DKD",-0.219291646417859,0.407852751361845,0.898523975704231,"ACTRT2","RTS0035903"
"128","ACVR1","normal - DKD",-0.117562142864296,0.498204457938351,0.91424929892652,"ACVR1","RTS0023856"
"129","ACVR1B","normal - DKD",-0.0823239621637925,0.547197512059222,0.917427792540627,"ACVR1B","RTS0033363"
"130","ACVR2A","normal - DKD",0.1530204562851,0.22643889881535,0.876619682056203,"ACVR2A","RTS0026530"
"131","ACVRL1","normal - DKD",0.120554610636883,0.68806425297355,0.94466639578563,"ACVRL1","RTS0020882"
"132","ACY1","normal - DKD",0.133633771580446,0.386445644434562,0.894170600374308,"ACY1","RTS0021401"
"133","ACY3","normal - DKD",-0.130637657452403,0.439066350010522,0.903042666607313,"ACY3","RTS0035940"
"134","ACYP2","normal - DKD",-0.287233148996473,0.354396801812563,0.890531033452906,"ACYP2","RTS0036209"
"135","ADA2","normal - DKD",-0.028730739380609,0.910793404547109,0.982150169788444,"ADA2","RTS0026095"
"136","ADAM10","normal - DKD",-0.023429554077169,0.771453731706863,0.96055002597037,"ADAM10","RTS0023907"
"137","ADAM11","normal - DKD",-0.144568093704071,0.566704229363944,0.922332788287929,"ADAM11","RTS0027111"
"138","ADAM12","normal - DKD",-0.136632864718846,0.654581389679121,0.939933145599548,"ADAM12","RTS0027878"
"139","ADAM15","normal - DKD",0.194460471314606,0.717513799586754,0.949418469227941,"ADAM15","RTS0038576"
"140","ADAM17","normal - DKD",0.0509794659461571,0.825678165751405,0.970436697168168,"ADAM17","RTS0027677"
"141","ADAM22","normal - DKD",-0.0286715059974804,0.842222407356208,0.971553837943111,"ADAM22","RTS0033873"
"142","ADAM28","normal - DKD",-0.0764388446683125,0.801205460106413,0.967883783944906,"ADAM28","RTS0031097"
"143","ADAM9","normal - DKD",0.0974382613815494,0.670687261193035,0.942246488426705,"ADAM9","RTS0022183"
"144","ADAMTS1","normal - DKD",-0.0883355388766707,0.886887924638279,0.978138788796815,"ADAMTS1","RTS0030320"
"145","ADAMTS10","normal - DKD",-0.328635989868733,0.159289600226925,0.862121639202495,"ADAMTS10","RTS0034905"
"146","ADAMTS19","normal - DKD",0.0578610534180967,0.732463525507605,0.950773549959524,"ADAMTS19","RTS0036110"
"147","ADAMTS4","normal - DKD",-0.333971184412536,0.476989381455432,0.91002610527225,"ADAMTS4","RTS0029006"
"148","ADAMTS9","normal - DKD",0.041741274341186,0.896218265731875,0.979277707248389,"ADAMTS9","RTS0038100"
"149","ADAMTSL1","normal - DKD",-0.170939768005579,0.437723269252151,0.90241908029458,"ADAMTSL1","RTS0035731"
"150","ADAMTSL5","normal - DKD",-0.166321741553784,0.464442686070407,0.906084389183056,"ADAMTSL5","RTS0038683"
"151","ADAP1","normal - DKD",-0.109728303786319,0.482943293156023,0.910617690250168,"ADAP1","RTS0030254"
"152","ADAR","normal - DKD",0.344747782336005,0.0178379946438727,0.726754426942299,"ADAR","RTS0023917"
"153","ADARB1","normal - DKD",0.0113142929065717,0.957072371466151,0.991719745799815,"ADARB1","RTS0031974"
"154","ADAT1","normal - DKD",-0.0503678894239814,0.738360588204591,0.952682737741862,"ADAT1","RTS0030564"
"155","ADAT3","normal - DKD",-0.320559361817919,0.286187291514778,0.882899559673926,"ADAT3","RTS0050086"
"156","ADCK2","normal - DKD",0.00807124961580917,0.959849470874386,0.992617273668406,"ADCK2","RTS0035722"
"157","ADCK5","normal - DKD",-0.23998615449269,0.292060496879003,0.882899559673926,"ADCK5","RTS0037537"
"158","ADCY3","normal - DKD",-0.267199881205243,0.254935282799944,0.878235969113752,"ADCY3","RTS0028252"
"159","ADCY4","normal - DKD",-0.286925547513491,0.387207080764362,0.894170600374308,"ADCY4","RTS0025436"
"160","ADCY6","normal - DKD",-0.00332617970509272,0.985275182527614,0.998356410702557,"ADCY6","RTS0031725"
"161","ADCY9","normal - DKD",-0.110076135037374,0.473264412741345,0.909736256714589,"ADCY9","RTS0023981"
"162","ADD1","normal - DKD",0.336398729809125,0.0157635557912939,0.69939173709045,"ADD1","RTS0023985"
"163","ADD3","normal - DKD",0.46040843692283,0.0248009218242875,0.795519092420955,"ADD3","RTS0023987"
"164","ADGRA2","normal - DKD",-0.0772068736119016,0.816031418933161,0.970436697168168,"ADGRA2","RTS0035406"
"165","ADGRA3","normal - DKD",-0.035208984939345,0.838423782024941,0.971421502496345,"ADGRA3","RTS0036623"
"166","ADGRD2","normal - DKD",-0.33870052504949,0.361400254040384,0.894170600374308,"ADGRD2","RTS0038909"
"167","ADGRE2","normal - DKD",-0.424402327159543,0.20673754231515,0.876619682056203,"ADGRE2","RTS0025964"
"168","ADGRE5","normal - DKD",-0.204978454242528,0.420951821615098,0.901519767621569,"ADGRE5","RTS0035885"
"169","ADGRF1","normal - DKD",-0.102723129438374,0.528506965985985,0.917427792540627,"ADGRF1","RTS0034670"
"170","ADGRF5","normal - DKD",0.125287860734619,0.6615182172514,0.940330651680201,"ADGRF5","RTS0031705"
"171","ADGRG1","normal - DKD",0.0838257612296235,0.750255218781063,0.955129892511961,"ADGRG1","RTS0050090"
"172","ADGRG6","normal - DKD",-0.331189804354759,0.033789544651479,0.800154583164029,"ADGRG6","RTS0022900"
"173","ADGRL1","normal - DKD",0.0378443036222104,0.83228957405873,0.970940856316394,"ADGRL1","RTS0022307"
"174","ADGRL2","normal - DKD",0.0150853513381364,0.912369890262354,0.982582111619146,"ADGRL2","RTS0030701"
"175","ADGRL4","normal - DKD",0.115968182641259,0.631779371450572,0.934079421881267,"ADGRL4","RTS0034038"
"176","ADH1A","normal - DKD",-0.360612170428,0.0530940310622685,0.817127136204832,"ADH1A","RTS0021402"
"177","ADH5","normal - DKD",0.129124688164992,0.31153210862745,0.883852033286481,"ADH5","RTS0021404"
"178","ADHFE1","normal - DKD",0.133732919949781,0.312056804181948,0.883852033286481,"ADHFE1","RTS0050092"
"179","ADI1","normal - DKD",0.631215389184481,0.0312694455563203,0.800154583164029,"ADI1","RTS0032901"
"180","ADIPOR1","normal - DKD",0.135617595139334,0.173033857724403,0.867928425822037,"ADIPOR1","RTS0049495"
"181","ADIPOR2","normal - DKD",0.331000329766399,0.0206926239559728,0.749384489072221,"ADIPOR2","RTS0034413"
"182","ADIRF","normal - DKD",-0.155889068726181,0.751293016937944,0.955425876527151,"ADIRF","RTS0030226"
"183","ADK","normal - DKD",0.0503219356259774,0.630292586341458,0.933383598474878,"ADK","RTS0024008"
"184","ADM","normal - DKD",0.310098037202447,0.652577872051461,0.939933145599548,"ADM","RTS0024021"
"185","ADM2","normal - DKD",-0.324976524714347,0.366491657693507,0.894170600374308,"ADM2","RTS0025788"
"186","ADNP","normal - DKD",0.0630056356350366,0.677358929322363,0.942645148651337,"ADNP","RTS0037862"
"187","ADNP2","normal - DKD",-0.0920083919017923,0.587742637210433,0.924676197786931,"ADNP2","RTS0031512"
"188","ADORA1","normal - DKD",0.138963193275136,0.691170518995722,0.945106357265447,"ADORA1","RTS0023296"
"189","ADORA2A","normal - DKD",0.0638212554019424,0.810879775785951,0.970436697168168,"ADORA2A","RTS0021407"
"190","ADPGK","normal - DKD",-0.0935156782887951,0.420495482453496,0.901519767621569,"ADPGK","RTS0038710"
"191","ADPRH","normal - DKD",-0.196422814006113,0.388462032121914,0.89440057451126,"ADPRH","RTS0024025"
"192","ADPRHL2","normal - DKD",0.0410093606560393,0.56995696447984,0.924224870663506,"ADPRHL2","RTS0032635"
"193","ADPRM","normal - DKD",-0.0589274052692809,0.661292223778501,0.940224158632647,"ADPRM","RTS0033344"
"194","ADRA1A","normal - DKD",-0.16728978859504,0.434050446164814,0.901543922554723,"ADRA1A","RTS0021412"
"195","ADRA1B","normal - DKD",-0.096698551148449,0.401955412829279,0.89808525530235,"ADRA1B","RTS0021411"
"196","ADRA2A","normal - DKD",-0.260711164160062,0.156179681854431,0.862121639202495,"ADRA2A","RTS0021413"
"197","ADRA2B","normal - DKD",-0.150060980217957,0.687948951966882,0.94466639578563,"ADRA2B","RTS0050094"
"198","ADRB1","normal - DKD",0.0701630032679548,0.774831930731488,0.960969264205,"ADRB1","RTS0021416"
"199","ADRM1","normal - DKD",0.115978341923828,0.556754690116054,0.91806265333724,"ADRM1","RTS0050095"
"200","ADSS2","normal - DKD",0.0316821659269209,0.776640475278356,0.961434518423854,"ADSS2","RTS0050097"
"201","AEBP1","normal - DKD",-0.462974765599651,0.201910419568701,0.876619682056203,"AEBP1","RTS0024132"
"202","AEBP2","normal - DKD",0.0282187729803917,0.811125647659122,0.970436697168168,"AEBP2","RTS0023956"
"203","AEN","normal - DKD",-0.446755927478108,0.0654139631278093,0.817127136204832,"AEN","RTS0034151"
"204","AFAP1","normal - DKD",-0.231644198814427,0.195675364703472,0.876619682056203,"AFAP1","RTS0024261"
"205","AFAP1L1","normal - DKD",-0.141185445068155,0.429385104049774,0.901519767621569,"AFAP1L1","RTS0036832"
"206","AFAP1L2","normal - DKD",0.382917892353307,0.136737383829192,0.84889492149699,"AFAP1L2","RTS0021765"
"207","AFDN","normal - DKD",-0.0612986749507795,0.780161209867128,0.96218686669691,"AFDN","RTS0050099"
"208","AFF1","normal - DKD",0.352159392191302,0.0203064152381381,0.747637393042289,"AFF1","RTS0025022"
"209","AFF4","normal - DKD",0.033912530118377,0.878144204438754,0.977779272221548,"AFF4","RTS0031201"
"210","AFG3L2","normal - DKD",-0.0126439519740183,0.879382490432002,0.977970545373547,"AFG3L2","RTS0030199"
"211","AFM","normal - DKD",0.119729063265357,0.407865442299629,0.898523975704231,"AFM","RTS0024229"
"212","AFMID","normal - DKD",0.107580272646313,0.697966317535796,0.94698238811699,"AFMID","RTS0022438"
"213","AFTPH","normal - DKD",0.285688332516529,0.186247244951543,0.876619682056203,"AFTPH","RTS0021801"
"214","AGA","normal - DKD",-0.0065387462050339,0.964926501870095,0.993572605389293,"AGA","RTS0025135"
"215","AGAP1","normal - DKD",-0.0502303505608726,0.740172694662512,0.952682737741862,"AGAP1","RTS0025755"
"216","AGAP3","normal - DKD",-0.00847462689660537,0.959736781827295,0.992617273668406,"AGAP3","RTS0035050"
"217","AGAP9","normal - DKD",-0.318753711331051,0.45072517946171,0.903744895066528,"AGAP9","RTS0050100"
"218","AGBL3","normal - DKD",-0.0567472180382728,0.432146650116612,0.901543922554723,"AGBL3","RTS0039241"
"219","AGBL5","normal - DKD",0.0153757578332289,0.852028821622175,0.973857377112043,"AGBL5","RTS0033900"
"220","AGER","normal - DKD",-0.114988278340423,0.525381395297101,0.917404757352665,"AGER","RTS0024364"
"221","AGFG1","normal - DKD",0.144409112622533,0.152300884146571,0.860653318465855,"AGFG1","RTS0028591"
"222","AGFG2","normal - DKD",0.00827334795118309,0.981304778620567,0.998020178720757,"AGFG2","RTS0029696"
"223","AGGF1","normal - DKD",0.0475619037873754,0.776689695045082,0.961434518423854,"AGGF1","RTS0032748"
"224","AGL","normal - DKD",-0.0522342981082622,0.504439744728727,0.91630295029719,"AGL","RTS0020888"
"225","AGMAT","normal - DKD",0.185241673708551,0.419105759160267,0.901519767621569,"AGMAT","RTS0034544"
"226","AGO1","normal - DKD",-0.0519302496385294,0.672344705054656,0.942507079319602,"AGO1","RTS0050101"
"227","AGO2","normal - DKD",0.0919360142352663,0.590423188692834,0.925563818992559,"AGO2","RTS0030610"
"228","AGPAT1","normal - DKD",0.275703402931391,0.13162183181767,0.842455280149748,"AGPAT1","RTS0035394"
"229","AGPAT2","normal - DKD",-0.221310226748674,0.0992349210708381,0.827644537105667,"AGPAT2","RTS0049496"
"230","AGPAT3","normal - DKD",-0.143327426800557,0.285872375532915,0.882899559673926,"AGPAT3","RTS0023003"
"231","AGPAT5","normal - DKD",-0.0450140444800504,0.777260067822872,0.961434518423854,"AGPAT5","RTS0032954"
"232","AGPS","normal - DKD",0.102488027114696,0.24438261521108,0.876619682056203,"AGPS","RTS0028014"
"233","AGRN","normal - DKD",0.151474238575534,0.656669545070856,0.939933145599548,"AGRN","RTS0050103"
"234","AGT","normal - DKD",-0.033737244854959,0.916888094338656,0.984521110610117,"AGT","RTS0050105"
"235","AGTPBP1","normal - DKD",-0.0121273723727503,0.929777938310304,0.986852435709311,"AGTPBP1","RTS0050106"
"236","AGTR1","normal - DKD",0.160350801187931,0.690676375385458,0.945106357265447,"AGTR1","RTS0021417"
"237","AGTRAP","normal - DKD",-0.269786072059213,0.00012557211869026,0.0289132533720864,"AGTRAP","RTS0023152"
"238","AGXT","normal - DKD",-0.35154805069467,0.170614849102943,0.867928425822037,"AGXT","RTS0020890"
"239","AGXT2","normal - DKD",0.334082502138471,0.15495570195089,0.862121639202495,"AGXT2","RTS0035024"
"240","AHCTF1","normal - DKD",-5.96334016310526e-05,0.999634422314495,0.999798521760702,"AHCTF1","RTS0031829"
"241","AHCY","normal - DKD",0.16264338597347,0.259412720832411,0.882196078324191,"AHCY","RTS0024883"
"242","AHCYL1","normal - DKD",0.444560393883814,0.252741621108134,0.876619682056203,"AHCYL1","RTS0030082"
"243","AHCYL2","normal - DKD",0.15045413567796,0.375610592755592,0.894170600374308,"AHCYL2","RTS0024197"
"244","AHDC1","normal - DKD",-0.148087285894953,0.596516490822891,0.926995007129598,"AHDC1","RTS0022809"
"245","AHI1","normal - DKD",0.0636570550865836,0.654562710542193,0.939933145599548,"AHI1","RTS0024281"
"246","AHNAK","normal - DKD",0.403588962995688,0.283198526750317,0.882899559673926,"AHNAK","RTS0026533"
"247","AHR","normal - DKD",-0.133483556958812,0.129998421170822,0.841886243957068,"AHR","RTS0050107"
"248","AHSA1","normal - DKD",0.560067808969325,0.250474915418079,0.876619682056203,"AHSA1","RTS0050108"
"249","AIDA","normal - DKD",0.328345361565659,0.011658042526599,0.647213525762397,"AIDA","RTS0034179"
