"","Gene","Contrast","Estimate","Pr(>|t|)","FDR","TargetName","RTS_ID"
"1514","CFHR1","normal - DKD",-0.301550628976475,0.145486667516763,0.853132230098242,"CFHR1","RTS0026905"
"1515","CFI","normal - DKD",-0.269437892357933,0.484680574006038,0.91112884064871,"CFI","RTS0021034"
"1516","CFL1","normal - DKD",0.278722053660557,0.278713219626418,0.882899559673926,"CFL1","RTS0029300"
"1517","CFL2","normal - DKD",0.297576758104336,0.0506002313425139,0.817127136204832,"CFL2","RTS0050340"
"1518","CFLAR","normal - DKD",0.0716011791844806,0.70786174495822,0.947131872829852,"CFLAR","RTS0024042"
"1519","CFTR","normal - DKD",-0.376151485412261,0.182673132766481,0.876619682056203,"CFTR","RTS0021270"
"1520","CGB2","normal - DKD",-0.305057428790102,0.578502059837848,0.924615710023273,"CGB2","RTS0035637"
"1521","CGGBP1","normal - DKD",0.360411570383563,0.00126857035770242,0.183109069917503,"CGGBP1","RTS0025403"
"1522","CGN","normal - DKD",0.0352862532325251,0.888911782692941,0.978227037035704,"CGN","RTS0033555"
"1523","CGNL1","normal - DKD",0.672984570577431,0.014302190714891,0.690263887241993,"CGNL1","RTS0035465"
"1524","CGRRF1","normal - DKD",0.0734724753564116,0.541553786321357,0.917427792540627,"CGRRF1","RTS0030048"
"1525","CHAC1","normal - DKD",-0.330730971679098,0.14479826801846,0.853132230098242,"CHAC1","RTS0034325"
"1526","CHAD","normal - DKD",-0.277360845238895,0.306303228848133,0.883852033286481,"CHAD","RTS0025909"
"1527","CHCHD1","normal - DKD",0.0809709900321996,0.563901887742348,0.921177953277011,"CHCHD1","RTS0038468"
"1528","CHCHD10","normal - DKD",0.212912612007757,0.534049350547485,0.917427792540627,"CHCHD10","RTS0038694"
"1529","CHCHD2","normal - DKD",0.502570266171696,0.00761048133321747,0.578791546316579,"CHCHD2","RTS0032135"
"1530","CHCHD3","normal - DKD",0.147925068363997,0.241177049809872,0.876619682056203,"CHCHD3","RTS0032625"
"1531","CHCHD5","normal - DKD",-0.118079733209983,0.320717188826282,0.883852033286481,"CHCHD5","RTS0039076"
"1532","CHD1","normal - DKD",0.0233945727272881,0.724296420432048,0.950164881844318,"CHD1","RTS0025930"
"1533","CHD1L","normal - DKD",-0.0916062433305518,0.481393348795494,0.910617690250168,"CHD1L","RTS0025815"
"1534","CHD2","normal - DKD",-0.18849190838729,0.212636744867966,0.876619682056203,"CHD2","RTS0023244"
"1535","CHD3","normal - DKD",0.720961759342953,0.0680835553362275,0.817127136204832,"CHD3","RTS0022095"
"1536","CHD4","normal - DKD",0.155304834440603,0.116473772167452,0.834027764792249,"CHD4","RTS0026005"
"1537","CHD6","normal - DKD",-0.00133132832453647,0.987369012808857,0.998651868016365,"CHD6","RTS0035153"
"1538","CHD7","normal - DKD",-0.266119934173461,0.0572956335970251,0.817127136204832,"CHD7","RTS0032607"
"1539","CHD8","normal - DKD",0.0884101067015294,0.419576581952055,0.901519767621569,"CHD8","RTS0033648"
"1540","CHD9","normal - DKD",0.0607203118130732,0.689126100172396,0.94466639578563,"CHD9","RTS0034705"
"1541","CHDH","normal - DKD",-0.313429728193273,0.000753647399591815,0.122820214927027,"CHDH","RTS0032976"
"1542","CHERP","normal - DKD",-0.014550153984349,0.898472427911936,0.979579665182259,"CHERP","RTS0029924"
"1543","CHGB","normal - DKD",0.0740456651698352,0.6453950232383,0.938662420903528,"CHGB","RTS0026683"
"1544","CHI3L1","normal - DKD",0.335334719276984,0.629639404850961,0.933383598474878,"CHI3L1","RTS0026007"
"1545","CHIC1","normal - DKD",0.00644394225127051,0.955391344257849,0.990937477686843,"CHIC1","RTS0023097"
"1546","CHIC2","normal - DKD",0.130767172181592,0.448971284056817,0.903643513425827,"CHIC2","RTS0030579"
"1547","CHID1","normal - DKD",0.151580289689604,0.212010910703027,0.876619682056203,"CHID1","RTS0024510"
"1548","CHIT1","normal - DKD",-0.250863613815254,0.431335179272165,0.901519767621569,"CHIT1","RTS0027873"
"1549","CHKA","normal - DKD",-0.0825174926449039,0.526967423092408,0.917427792540627,"CHKA","RTS0038662"
"1550","CHKB","normal - DKD",0.130412341583604,0.62614678869817,0.932793335482537,"CHKB","RTS0029072"
"1551","CHL1","normal - DKD",-0.0362617210444805,0.866079072311044,0.976248767275482,"CHL1","RTS0025779"
"1552","CHMP1A","normal - DKD",0.0881241721920907,0.343075122562895,0.886495858269584,"CHMP1A","RTS0027378"
"1553","CHMP1B","normal - DKD",0.103062538579466,0.675927640640602,0.942567167679844,"CHMP1B","RTS0033410"
"1554","CHMP2A","normal - DKD",0.146186516579822,0.622467175804695,0.932178500715968,"CHMP2A","RTS0031221"
"1555","CHMP2B","normal - DKD",-0.0162692584238713,0.827005926577193,0.970436697168168,"CHMP2B","RTS0025748"
"1556","CHMP3","normal - DKD",0.0287994488657402,0.699262733212957,0.94698238811699,"CHMP3","RTS0032100"
"1557","CHMP4A","normal - DKD",0.144119467259917,0.357043748398515,0.890761257717495,"CHMP4A","RTS0031036"
"1558","CHMP4B","normal - DKD",0.224928928776949,0.0541664153545585,0.817127136204832,"CHMP4B","RTS0037644"
"1559","CHMP5","normal - DKD",0.415432146263944,0.00645159404819415,0.546723525928064,"CHMP5","RTS0032279"
"1560","CHMP6","normal - DKD",-0.0203136565331451,0.870110415693275,0.976843960018316,"CHMP6","RTS0034436"
"1561","CHMP7","normal - DKD",0.0782685577815322,0.246405121176642,0.876619682056203,"CHMP7","RTS0036751"
"1562","CHN1","normal - DKD",-0.150345326736208,0.252399903643275,0.876619682056203,"CHN1","RTS0022766"
"1563","CHODL","normal - DKD",-0.139571114179334,0.27929830324495,0.882899559673926,"CHODL","RTS0034641"
"1564","CHORDC1","normal - DKD",0.162254434640246,0.74227454955881,0.952682737741862,"CHORDC1","RTS0049563"
"1565","CHP1","normal - DKD",-0.0575711388895575,0.716242457026485,0.949108621754365,"CHP1","RTS0038875"
"1566","CHPF","normal - DKD",-0.0431786015580244,0.874474260455299,0.977025132685068,"CHPF","RTS0034404"
"1567","CHPT1","normal - DKD",0.58689925992103,0.0331399112103382,0.800154583164029,"CHPT1","RTS0033348"
"1568","CHRAC1","normal - DKD",0.116930363876035,0.455275793141341,0.903744895066528,"CHRAC1","RTS0038712"
"1569","CHRD","normal - DKD",-0.112044697665918,0.687437714436061,0.94466639578563,"CHRD","RTS0028062"
"1570","CHRDL1","normal - DKD",0.135517373126535,0.708862745162342,0.947131872829852,"CHRDL1","RTS0024567"
"1571","CHRFAM7A","normal - DKD",-0.404926259689814,0.344131026198757,0.886495858269584,"CHRFAM7A","RTS0050345"
"1572","CHRNB1","normal - DKD",-0.19437375928065,0.230550896142802,0.876619682056203,"CHRNB1","RTS0021464"
"1573","CHRNB4","normal - DKD",-0.179312101252474,0.729300361318968,0.950189520507936,"CHRNB4","RTS0021466"
"1574","CHRNE","normal - DKD",-0.132834172466432,0.636274581432674,0.934979402384487,"CHRNE","RTS0020930"
"1575","CHST1","normal - DKD",-0.25396216980745,0.457952579661277,0.904691310831107,"CHST1","RTS0028009"
"1576","CHST10","normal - DKD",0.0161987608850526,0.926639482745073,0.986143797557357,"CHST10","RTS0028838"
"1577","CHST12","normal - DKD",-0.0773708882924475,0.718939017919255,0.949509094749429,"CHST12","RTS0033048"
"1578","CHST13","normal - DKD",-0.248949562077833,0.280634028978954,0.882899559673926,"CHST13","RTS0037062"
"1579","CHST14","normal - DKD",-0.12085523580317,0.590272012983262,0.925563818992559,"CHST14","RTS0036025"
"1580","CHST15","normal - DKD",-0.333543599341496,0.252689902853597,0.876619682056203,"CHST15","RTS0025952"
"1581","CHST2","normal - DKD",-0.103776995862412,0.282119278578602,0.882899559673926,"CHST2","RTS0050346"
"1582","CHST3","normal - DKD",-0.170990819641759,0.170723852701585,0.867928425822037,"CHST3","RTS0028421"
"1583","CHSY1","normal - DKD",0.0489183597228745,0.66423407413749,0.940751638903238,"CHSY1","RTS0031516"
"1584","CHTF18","normal - DKD",-0.302057354635593,0.114193163970122,0.834027764792249,"CHTF18","RTS0049565"
"1585","CHTF8","normal - DKD",0.192848155627082,0.174263407432765,0.869434315686624,"CHTF8","RTS0023139"
"1586","CHTOP","normal - DKD",0.28259259269279,0.0328461880226308,0.800154583164029,"CHTOP","RTS0031909"
"1587","CHUK","normal - DKD",0.164256346542011,0.186001668844999,0.876619682056203,"CHUK","RTS0026037"
"1588","CHURC1","normal - DKD",0.126117338543501,0.017385225785413,0.717983494087304,"CHURC1","RTS0036561"
"1589","CIAO1","normal - DKD",0.11782605771895,0.386925524446747,0.894170600374308,"CIAO1","RTS0028802"
"1590","CIAO2A","normal - DKD",0.153272302804964,0.443581048099421,0.903643513425827,"CIAO2A","RTS0038849"
"1591","CIAO2B","normal - DKD",0.24060602779613,0.332360060925368,0.884793847476346,"CIAO2B","RTS0038723"
"1592","CIAPIN1","normal - DKD",-0.115214704579513,0.590002118240486,0.925563818992559,"CIAPIN1","RTS0033356"
"1593","CIB1","normal - DKD",0.134753762671274,0.702587358798236,0.94698238811699,"CIB1","RTS0026035"
"1594","CIBAR1","normal - DKD",0.135000798889362,0.486408985807095,0.911561242623062,"CIBAR1","RTS0050348"
"1595","CIC","normal - DKD",-0.30807006922356,0.104090817298941,0.829852944557778,"CIC","RTS0031642"
"1596","CIDEC","normal - DKD",-0.27396200295932,0.251835323915301,0.876619682056203,"CIDEC","RTS0025499"
"1597","CILK1","normal - DKD",0.0957285599107557,0.453169715065125,0.903744895066528,"CILK1","RTS0050349"
"1598","CIPC","normal - DKD",0.161249464392001,0.298629654726365,0.882899559673926,"CIPC","RTS0035663"
"1599","CIR1","normal - DKD",-0.134518838798201,0.345929297064679,0.886495858269584,"CIR1","RTS0028857"
"1600","CIRBP","normal - DKD",-0.135155825987778,0.788764015195712,0.965068180327524,"CIRBP","RTS0038709"
"1601","CISD1","normal - DKD",0.139028234753349,0.524775644223513,0.917404757352665,"CISD1","RTS0033019"
"1602","CISD2","normal - DKD",-0.10175018810934,0.757883097735459,0.95631540274473,"CISD2","RTS0022276"
"1603","CISD3","normal - DKD",0.0349461357983315,0.77644259840377,0.961434518423854,"CISD3","RTS0050350"
"1604","CISH","normal - DKD",-0.131661819416721,0.369502264064246,0.894170600374308,"CISH","RTS0036555"
"1605","CIT","normal - DKD",-0.19813948662162,0.167679341252014,0.867483403098636,"CIT","RTS0030437"
"1606","CITED2","normal - DKD",0.459566805856904,0.104847034503977,0.829961196085979,"CITED2","RTS0029699"
"1607","CIZ1","normal - DKD",-0.0817488130595503,0.556753227114384,0.91806265333724,"CIZ1","RTS0030593"
"1608","CKAP4","normal - DKD",0.105608140369055,0.242092503114543,0.876619682056203,"CKAP4","RTS0030222"
"1609","CKB","normal - DKD",0.210301062110971,0.536770388141967,0.917427792540627,"CKB","RTS0026685"
"1610","CKLF","normal - DKD",-0.0884260368387492,0.6352901956816,0.934103080708645,"CKLF","RTS0050351"
"1611","CKMT1A","normal - DKD",-0.212518723366711,0.449117630048035,0.903643513425827,"CKMT1A","RTS0022616"
"1612","CKS1B","normal - DKD",-0.163727088284221,0.480665450740138,0.910538365170024,"CKS1B","RTS0026687"
"1613","CLASP1","normal - DKD",0.00080684524138074,0.99047222431202,0.999060573248682,"CLASP1","RTS0025633"
"1614","CLCC1","normal - DKD",0.173036289309208,0.20878977848312,0.876619682056203,"CLCC1","RTS0023293"
"1615","CLCN3","normal - DKD",0.39637404232071,0.0870925691555641,0.820456784602145,"CLCN3","RTS0025734"
"1616","CLCN5","normal - DKD",0.114609525749875,0.277308498531225,0.882899559673926,"CLCN5","RTS0020934"
"1617","CLCN7","normal - DKD",-0.0606299694349676,0.599198608121288,0.928004272954869,"CLCN7","RTS0023959"
"1618","CLCNKA","normal - DKD",0.0683932621683689,0.700974539658478,0.94698238811699,"CLCNKA","RTS0050355"
"1619","CLCNKB","normal - DKD",0.432517890294829,0.110604287696395,0.832746440301323,"CLCNKB","RTS0024984"
"1620","CLDN1","normal - DKD",-0.384725941885275,0.294430031366614,0.882899559673926,"CLDN1","RTS0033744"
"1621","CLDN10","normal - DKD",0.305234104935425,0.19509218312541,0.876619682056203,"CLDN10","RTS0024841"
"1622","CLDN11","normal - DKD",-0.078907844409018,0.836413196522943,0.971388752348854,"CLDN11","RTS0025272"
"1623","CLDN2","normal - DKD",0.190001097053757,0.0838066965564867,0.817127136204832,"CLDN2","RTS0033391"
"1624","CLDN3","normal - DKD",-0.133332784494361,0.647785368103318,0.938662420903528,"CLDN3","RTS0026263"
"1625","CLDN4","normal - DKD",-0.387596005674847,0.338040425811473,0.886006736464057,"CLDN4","RTS0026256"
"1626","CLDN5","normal - DKD",0.164319588105936,0.65124114042071,0.939933145599548,"CLDN5","RTS0024207"
"1627","CLDN6","normal - DKD",-0.232038729179513,0.465717760448808,0.906594921763482,"CLDN6","RTS0033796"
"1628","CLDN7","normal - DKD",-0.0882518142692736,0.765986444705874,0.957980819075152,"CLDN7","RTS0026268"
"1629","CLDN8","normal - DKD",0.310228420260591,0.0285963956333315,0.800154583164029,"CLDN8","RTS0038419"
"1630","CLDND1","normal - DKD",0.234609492754541,0.0693192585598047,0.817127136204832,"CLDND1","RTS0023149"
"1631","CLEC11A","normal - DKD",-0.0040679842758665,0.983764601422207,0.998020178720757,"CLEC11A","RTS0027521"
"1632","CLEC14A","normal - DKD",-0.156394952878697,0.543487810487632,0.917427792540627,"CLEC14A","RTS0037567"
"1633","CLEC16A","normal - DKD",0.0555958968359063,0.569425748819106,0.92395660286948,"CLEC16A","RTS0031700"
"1634","CLEC18A","normal - DKD",-0.136088312119374,0.715182581879905,0.949108621754365,"CLEC18A","RTS0025966"
"1635","CLEC18C","normal - DKD",-0.221040666524925,0.340670642434963,0.886006736464057,"CLEC18C","RTS0050357"
"1636","CLEC2B","normal - DKD",0.0355024363699902,0.828935745004523,0.970436697168168,"CLEC2B","RTS0050358"
"1637","CLEC3B","normal - DKD",0.405844854318711,0.478955486580783,0.91002610527225,"CLEC3B","RTS0027738"
"1638","CLEC4E","normal - DKD",0.136594632922537,0.659270553529032,0.939933145599548,"CLEC4E","RTS0031153"
"1639","CLEC4M","normal - DKD",-0.340581051647902,0.0706492404073849,0.817127136204832,"CLEC4M","RTS0024597"
"1640","CLIC1","normal - DKD",0.19635226364995,0.584337723837403,0.924615710023273,"CLIC1","RTS0026168"
"1641","CLIC2","normal - DKD",0.188564381180291,0.435386860579147,0.901543922554723,"CLIC2","RTS0026174"
"1642","CLIC4","normal - DKD",0.119251374904016,0.607206722311346,0.929353225497595,"CLIC4","RTS0030961"
"1643","CLIC5","normal - DKD",0.541931808083514,0.482692174429476,0.910617690250168,"CLIC5","RTS0032411"
"1644","CLINT1","normal - DKD",0.160083373217729,0.448807915108763,0.903643513425827,"CLINT1","RTS0050360"
"1645","CLIP1","normal - DKD",0.138205769694822,0.284374943779609,0.882899559673926,"CLIP1","RTS0027505"
"1646","CLIP3","normal - DKD",0.369811510521741,0.184749343535965,0.876619682056203,"CLIP3","RTS0031873"
"1647","CLIP4","normal - DKD",0.200679388684868,0.239436883744463,0.876619682056203,"CLIP4","RTS0034504"
"1648","CLK1","normal - DKD",0.48057511146188,0.141558141409204,0.853132230098242,"CLK1","RTS0028279"
"1649","CLK2","normal - DKD",0.311549601722751,0.116718946541286,0.834027764792249,"CLK2","RTS0028241"
"1650","CLK3","normal - DKD",-0.163679080974505,0.315564490470579,0.883852033286481,"CLK3","RTS0028240"
"1651","CLK4","normal - DKD",0.253623006072383,0.181929149581639,0.876619682056203,"CLK4","RTS0033489"
"1652","CLMN","normal - DKD",-0.142027805942721,0.56410443675159,0.921177953277011,"CLMN","RTS0034528"
"1653","CLN3","normal - DKD",-0.161777562884952,0.177058562209365,0.869672264933953,"CLN3","RTS0020935"
"1654","CLN5","normal - DKD",0.261831201450698,0.0956965281668484,0.822840248269246,"CLN5","RTS0050361"
"1655","CLN6","normal - DKD",-0.275007794009889,0.0880291505747849,0.820456784602145,"CLN6","RTS0032668"
"1656","CLNS1A","normal - DKD",0.103630530919367,0.383192070081613,0.894170600374308,"CLNS1A","RTS0026199"
"1657","CLOCK","normal - DKD",0.0457847592278907,0.790717370984754,0.965529962810761,"CLOCK","RTS0028869"
"1658","CLP1","normal - DKD",-0.18265741350197,0.340324410272335,0.886006736464057,"CLP1","RTS0030228"
"1659","CLPB","normal - DKD",0.0194870702073837,0.918621902328164,0.985265513965501,"CLPB","RTS0025883"
"1660","CLPP","normal - DKD",0.219939026986753,0.104296737230403,0.829852944557778,"CLPP","RTS0029654"
"1661","CLPS","normal - DKD",-0.340712481883341,0.373505140367055,0.894170600374308,"CLPS","RTS0025772"
"1662","CLPSL1","normal - DKD",-0.331429766144856,0.207104069359993,0.876619682056203,"CLPSL1","RTS0022403"
"1663","CLPTM1","normal - DKD",0.190083653237593,0.339077606341758,0.886006736464057,"CLPTM1","RTS0026203"
"1664","CLPTM1L","normal - DKD",0.187725631386067,0.216200605498749,0.876619682056203,"CLPTM1L","RTS0034833"
"1665","CLPX","normal - DKD",0.0910452833762952,0.391519979602204,0.89561192526617,"CLPX","RTS0030112"
"1666","CLSTN1","normal - DKD",0.150958164971126,0.231370025921795,0.876619682056203,"CLSTN1","RTS0022340"
"1667","CLTA","normal - DKD",0.277374451127365,0.10554484818784,0.831271269702369,"CLTA","RTS0025249"
"1668","CLTB","normal - DKD",0.0715507661448596,0.35612558636592,0.890761257717495,"CLTB","RTS0030382"
"1669","CLTC","normal - DKD",0.5066351777433,0.184689335175924,0.876619682056203,"CLTC","RTS0028841"
"1670","CLTRN","normal - DKD",0.256106221959214,0.6546785105745,0.939933145599548,"CLTRN","RTS0033488"
"1671","CLU","normal - DKD",-0.570404758459272,0.468533898596199,0.908411598592185,"CLU","RTS0050362"
"1672","CLUAP1","normal - DKD",-0.0502739595182436,0.826144937536559,0.970436697168168,"CLUAP1","RTS0031585"
"1673","CLUH","normal - DKD",-0.108593048713062,0.630860138749327,0.933813484020392,"CLUH","RTS0031701"
"1674","CLYBL","normal - DKD",0.0775372579761781,0.493280962843056,0.914121820686873,"CLYBL","RTS0038535"
"1675","CMA1","normal - DKD",-0.0902375918800934,0.60426957771939,0.928004272954869,"CMA1","RTS0026691"
"1676","CMAS","normal - DKD",0.0545661088478491,0.705067449661991,0.947030256880331,"CMAS","RTS0033076"
"1677","CMBL","normal - DKD",0.0960052908493372,0.833539867643759,0.971196071929614,"CMBL","RTS0050363"
"1678","CMC1","normal - DKD",0.216999275804992,0.176926295232578,0.869486034547648,"CMC1","RTS0049567"
"1679","CMC2","normal - DKD",0.302033562873885,0.209798834563022,0.876619682056203,"CMC2","RTS0033318"
"1680","CMIP","normal - DKD",-0.0125985255635688,0.939074461074563,0.988805400239707,"CMIP","RTS0049568"
"1681","CMKLR1","normal - DKD",-0.102902831994052,0.761027215714356,0.957323515879936,"CMKLR1","RTS0028280"
"1682","CMPK1","normal - DKD",0.0394062396595708,0.880208813778958,0.977970545373547,"CMPK1","RTS0050364"
"1683","CMPK2","normal - DKD",-0.0421784172336989,0.857802800317852,0.974333605617569,"CMPK2","RTS0025825"
"1684","CMTM1","normal - DKD",-0.311569095730096,0.0660215208112256,0.817127136204832,"CMTM1","RTS0035803"
"1685","CMTM2","normal - DKD",-0.327290440262005,0.127057475212485,0.84106358425058,"CMTM2","RTS0025487"
"1686","CMTM3","normal - DKD",-0.0184530824650989,0.910086292202886,0.982150169788444,"CMTM3","RTS0036398"
"1687","CMTM6","normal - DKD",0.13649155409107,0.273129338331312,0.882899559673926,"CMTM6","RTS0032617"
"1688","CMTM8","normal - DKD",0.0159032559935885,0.930615669134161,0.986852435709311,"CMTM8","RTS0050366"
"1689","CMTR1","normal - DKD",-0.0649167854773872,0.784574599994098,0.964129286187444,"CMTR1","RTS0031593"
"1690","CNBP","normal - DKD",0.386969870827679,0.104463212656098,0.829852944557778,"CNBP","RTS0027843"
"1691","CNDP2","normal - DKD",0.171538874494273,0.589211211676023,0.925563818992559,"CNDP2","RTS0032881"
"1692","CNGA1","normal - DKD",-0.0938932237246423,0.474993563423374,0.91002610527225,"CNGA1","RTS0020936"
"1693","CNIH1","normal - DKD",0.354593461914832,0.0814761133572147,0.817127136204832,"CNIH1","RTS0029492"
"1694","CNIH4","normal - DKD",0.140009534888211,0.319081894250622,0.883852033286481,"CNIH4","RTS0031049"
"1695","CNKSR3","normal - DKD",-0.0678623826143261,0.286353950409456,0.882899559673926,"CNKSR3","RTS0037385"
"1696","CNN2","normal - DKD",0.202922032972149,0.380349179400374,0.894170600374308,"CNN2","RTS0028488"
"1697","CNN3","normal - DKD",0.370528019986892,0.385663688249009,0.894170600374308,"CNN3","RTS0026694"
"1698","CNNM1","normal - DKD",-0.133424785302643,0.386077454343236,0.894170600374308,"CNNM1","RTS0033371"
"1699","CNNM2","normal - DKD",0.0205952562737051,0.893794845559826,0.979065819550789,"CNNM2","RTS0038388"
"1700","CNNM3","normal - DKD",-0.0716407401463926,0.410254932871819,0.900546565660842,"CNNM3","RTS0032515"
"1701","CNOT1","normal - DKD",0.17058273481821,0.2213204969586,0.876619682056203,"CNOT1","RTS0038560"
"1702","CNOT10","normal - DKD",-0.0545841304279841,0.765591038055545,0.957829310369099,"CNOT10","RTS0025843"
"1703","CNOT11","normal - DKD",0.0679081371888708,0.436777628124764,0.90175748969608,"CNOT11","RTS0032476"
"1704","CNOT2","normal - DKD",0.15902357269748,0.083537072008997,0.817127136204832,"CNOT2","RTS0031266"
"1705","CNOT3","normal - DKD",0.210638314377149,0.135628630585621,0.846966429812803,"CNOT3","RTS0031267"
"1706","CNOT4","normal - DKD",0.177577742302921,0.191574752712604,0.876619682056203,"CNOT4","RTS0025314"
"1707","CNOT6","normal - DKD",0.159045933984555,0.278830518523653,0.882899559673926,"CNOT6","RTS0031834"
"1708","CNOT6L","normal - DKD",0.061971168607854,0.360809497440876,0.893753165516698,"CNOT6L","RTS0050370"
"1709","CNOT7","normal - DKD",0.259150387410526,0.0441162548951524,0.817127136204832,"CNOT7","RTS0030901"
"1710","CNOT8","normal - DKD",0.116095609834329,0.239541108911452,0.876619682056203,"CNOT8","RTS0028781"
"1711","CNOT9","normal - DKD",0.00921877152154648,0.910570569613114,0.982150169788444,"CNOT9","RTS0029259"
"1712","CNP","normal - DKD",0.0144043270474854,0.930066989585796,0.986852435709311,"CNP","RTS0035569"
"1713","CNPPD1","normal - DKD",0.230073115023263,0.245476856411828,0.876619682056203,"CNPPD1","RTS0031945"
"1714","CNPY2","normal - DKD",-0.000158678669613094,0.999089968792377,0.999691081936016,"CNPY2","RTS0049571"
"1715","CNPY3","normal - DKD",0.0444251158943681,0.80954733127427,0.970245787794672,"CNPY3","RTS0030062"
"1716","CNPY4","normal - DKD",0.0049233632699112,0.953676689208331,0.990937477686843,"CNPY4","RTS0037029"
"1717","CNRIP1","normal - DKD",-0.0990113251425947,0.530665951126198,0.917427792540627,"CNRIP1","RTS0031842"
"1718","CNST","normal - DKD",0.0636624115120358,0.648455346923521,0.939001039498225,"CNST","RTS0024450"
"1719","CNTFR","normal - DKD",-0.272772950847241,0.00109965455407603,0.165834471856481,"CNTFR","RTS0036694"
"1720","CNTLN","normal - DKD",0.642412770030874,0.0710772745657257,0.817127136204832,"CNTLN","RTS0050372"
"1721","CNTN1","normal - DKD",0.415875779925053,0.0838950792517557,0.817127136204832,"CNTN1","RTS0050373"
"1722","CNTN3","normal - DKD",-0.0782020893106839,0.62340298771995,0.932691750258699,"CNTN3","RTS0033620"
"1723","CNTNAP2","normal - DKD",-0.204590550868208,0.384137591910233,0.894170600374308,"CNTNAP2","RTS0031022"
"1724","CNTNAP3","normal - DKD",-0.199866890865143,0.549289595003362,0.917427792540627,"CNTNAP3","RTS0035701"
"1725","CNTRL","normal - DKD",-0.232384984357214,0.0387770155862611,0.817127136204832,"CNTRL","RTS0030338"
"1726","COA1","normal - DKD",0.0189208582120939,0.806027748073393,0.969549933868339,"COA1","RTS0032873"
"1727","COA3","normal - DKD",0.418181547224505,0.154511775020762,0.862121639202495,"COA3","RTS0023163"
"1728","COA4","normal - DKD",0.233415386308708,0.168730937140438,0.867483403098636,"COA4","RTS0032356"
"1729","COA5","normal - DKD",0.249352974797683,0.260357476458621,0.882196078324191,"COA5","RTS0022265"
"1730","COA6","normal - DKD",0.145240398899131,0.419628258324395,0.901519767621569,"COA6","RTS0025607"
"1731","COA8","normal - DKD",0.0857525016111226,0.215741457674931,0.876619682056203,"COA8","RTS0039228"
"1732","COASY","normal - DKD",-0.0571943886597483,0.785792702611292,0.964129286187444,"COASY","RTS0049573"
"1733","COBL","normal - DKD",-0.00952128182690998,0.950170947209328,0.990120606742073,"COBL","RTS0038898"
"1734","COBLL1","normal - DKD",0.35324089780347,0.196510664442629,0.876619682056203,"COBLL1","RTS0031500"
"1735","COG2","normal - DKD",0.0686074397875665,0.561108346690298,0.918871981991769,"COG2","RTS0030530"
"1736","COG4","normal - DKD",0.20267768457782,0.231230398087717,0.876619682056203,"COG4","RTS0031801"
"1737","COG5","normal - DKD",0.000950737063356878,0.996200234853083,0.999583106063776,"COG5","RTS0029898"
"1738","COG6","normal - DKD",0.0224161755924934,0.86637420375621,0.976248767275482,"COG6","RTS0024636"
"1739","COG7","normal - DKD",0.123675682032428,0.44914896135827,0.903643513425827,"COG7","RTS0037199"
"1740","COG8","normal - DKD",-0.0664705346186904,0.668409350450457,0.942161054933862,"COG8","RTS0035241"
"1741","COIL","normal - DKD",-0.311616785489605,0.392907878813268,0.896268820793245,"COIL","RTS0028689"
"1742","COL12A1","normal - DKD",0.0555772358747233,0.806474374909578,0.969549933868339,"COL12A1","RTS0028490"
"1743","COL14A1","normal - DKD",-0.11608871643437,0.659288666330672,0.939933145599548,"COL14A1","RTS0033748"
"1744","COL16A1","normal - DKD",-0.345144812520589,0.317848728414974,0.883852033286481,"COL16A1","RTS0026707"
"1745","COL18A1","normal - DKD",-0.162285344107346,0.34716835090292,0.886495858269584,"COL18A1","RTS0050378"
"1746","COL1A1","normal - DKD",-0.528154958953226,0.109878358587494,0.832746440301323,"COL1A1","RTS0020937"
"1747","COL1A2","normal - DKD",-0.633205732371025,0.234084735863732,0.876619682056203,"COL1A2","RTS0020938"
"1748","COL27A1","normal - DKD",-0.0246848261175716,0.912367139936006,0.982582111619146,"COL27A1","RTS0035477"
"1749","COL3A1","normal - DKD",-0.217072360835502,0.662194251867865,0.940434283715472,"COL3A1","RTS0050382"
"1750","COL4A3","normal - DKD",0.0914055149389424,0.785615619699917,0.964129286187444,"COL4A3","RTS0020940"
"1751","COL4A4","normal - DKD",-0.05541016554456,0.822931193736522,0.970436697168168,"COL4A4","RTS0050384"
"1752","COL4A5","normal - DKD",0.163442426476333,0.374728010921283,0.894170600374308,"COL4A5","RTS0021273"
"1753","COL5A1","normal - DKD",-0.235456706929728,0.369547068464496,0.894170600374308,"COL5A1","RTS0020942"
"1754","COL5A2","normal - DKD",-0.328280442685689,0.283066954900955,0.882899559673926,"COL5A2","RTS0021189"
"1755","COL6A1","normal - DKD",0.187983058052195,0.447856137904338,0.903643513425827,"COL6A1","RTS0026701"
"1756","COL6A2","normal - DKD",-0.406533114497014,0.187661794539801,0.876619682056203,"COL6A2","RTS0026702"
"1757","COL9A2","normal - DKD",-0.143257841435462,0.557359167513164,0.91806265333724,"COL9A2","RTS0026705"
"1758","COLCA2","normal - DKD",-0.116876699222374,0.578524685608312,0.924615710023273,"COLCA2","RTS0024384"
"1759","COLEC12","normal - DKD",-0.338091257742582,0.131126920701095,0.842455280149748,"COLEC12","RTS0036019"
"1760","COLGALT1","normal - DKD",-0.163249252129648,0.328282433855996,0.884578444457074,"COLGALT1","RTS0034481"
