""	"RTS_ID"	"TargetName"	"Module"	"CodeClass"	"ProbeID"	"Negative"
"RTS0021133"	"RTS0021133"	"PITX2"	"TAP_H_WTA_v1.0"	"Endogenous"	"35842"	FALSE
"RTS0021134"	"RTS0021134"	"RLBP1"	"TAP_H_WTA_v1.0"	"Endogenous"	"35843"	FALSE
"RTS0021135"	"RTS0021135"	"ROM1"	"TAP_H_WTA_v1.0"	"Endogenous"	"35844"	FALSE
"RTS0021136"	"RTS0021136"	"RPGR"	"TAP_H_WTA_v1.0"	"Endogenous"	"35845"	FALSE
"RTS0021137"	"RTS0021137"	"RPE65"	"TAP_H_WTA_v1.0"	"Endogenous"	"35846"	FALSE
"RTS0021138"	"RTS0021138"	"RS1"	"TAP_H_WTA_v1.0"	"Endogenous"	"35847"	FALSE
"RTS0021139"	"RTS0021139"	"ATXN1"	"TAP_H_WTA_v1.0"	"Endogenous"	"35848"	FALSE
"RTS0021140"	"RTS0021140"	"SCN4A"	"TAP_H_WTA_v1.0"	"Endogenous"	"35849"	FALSE
"RTS0021142"	"RTS0021142"	"SGCD"	"TAP_H_WTA_v1.0"	"Endogenous"	"35850"	FALSE
"RTS0021143"	"RTS0021143"	"SLC12A1"	"TAP_H_WTA_v1.0"	"Endogenous"	"35851"	FALSE
"RTS0021144"	"RTS0021144"	"SLC2A2"	"TAP_H_WTA_v1.0"	"Endogenous"	"35852"	FALSE
"RTS0021145"	"RTS0021145"	"SLC3A1"	"TAP_H_WTA_v1.0"	"Endogenous"	"35853"	FALSE
"RTS0021146"	"RTS0021146"	"SLC4A1"	"TAP_H_WTA_v1.0"	"Endogenous"	"35854"	FALSE
"RTS0021147"	"RTS0021147"	"SLC5A1"	"TAP_H_WTA_v1.0"	"Endogenous"	"35855"	FALSE
"RTS0021148"	"RTS0021148"	"SMN1"	"TAP_H_WTA_v1.0"	"Endogenous"	"35856"	FALSE
"RTS0021149"	"RTS0021149"	"SNCA"	"TAP_H_WTA_v1.0"	"Endogenous"	"35857"	FALSE
"RTS0021152"	"RTS0021152"	"ABCA4"	"TAP_H_WTA_v1.0"	"Endogenous"	"35858"	FALSE
"RTS0021154"	"RTS0021154"	"ABCC8"	"TAP_H_WTA_v1.0"	"Endogenous"	"35859"	FALSE
"RTS0021156"	"RTS0021156"	"SERPINA7"	"TAP_H_WTA_v1.0"	"Endogenous"	"35860"	FALSE
"RTS0021157"	"RTS0021157"	"TCN2"	"TAP_H_WTA_v1.0"	"Endogenous"	"35861"	FALSE
"RTS0021158"	"RTS0021158"	"TCOF1"	"TAP_H_WTA_v1.0"	"Endogenous"	"35862"	FALSE
"RTS0021161"	"RTS0021161"	"TH"	"TAP_H_WTA_v1.0"	"Endogenous"	"35863"	FALSE
"RTS0021162"	"RTS0021162"	"THBD"	"TAP_H_WTA_v1.0"	"Endogenous"	"35864"	FALSE
"RTS0021163"	"RTS0021163"	"TIMP3"	"TAP_H_WTA_v1.0"	"Endogenous"	"35865"	FALSE
"RTS0021165"	"RTS0021165"	"TPI1"	"TAP_H_WTA_v1.0"	"Endogenous"	"35866"	FALSE
"RTS0021166"	"RTS0021166"	"TPM1"	"TAP_H_WTA_v1.0"	"Endogenous"	"35867"	FALSE
"RTS0021167"	"RTS0021167"	"TPMT"	"TAP_H_WTA_v1.0"	"Endogenous"	"35868"	FALSE
"RTS0021168"	"RTS0021168"	"TSC1"	"TAP_H_WTA_v1.0"	"Endogenous"	"35869"	FALSE
"RTS0021170"	"RTS0021170"	"TTR"	"TAP_H_WTA_v1.0"	"Endogenous"	"35870"	FALSE
"RTS0021171"	"RTS0021171"	"TYR"	"TAP_H_WTA_v1.0"	"Endogenous"	"35871"	FALSE
"RTS0021173"	"RTS0021173"	"UROS"	"TAP_H_WTA_v1.0"	"Endogenous"	"35872"	FALSE
"RTS0021174"	"RTS0021174"	"VDR"	"TAP_H_WTA_v1.0"	"Endogenous"	"35873"	FALSE
"RTS0021175"	"RTS0021175"	"WAS"	"TAP_H_WTA_v1.0"	"Endogenous"	"35874"	FALSE
"RTS0021176"	"RTS0021176"	"WT1"	"TAP_H_WTA_v1.0"	"Endogenous"	"35875"	FALSE
"RTS0021177"	"RTS0021177"	"XDH"	"TAP_H_WTA_v1.0"	"Endogenous"	"35876"	FALSE
"RTS0021178"	"RTS0021178"	"XPA"	"TAP_H_WTA_v1.0"	"Endogenous"	"35877"	FALSE
"RTS0021179"	"RTS0021179"	"MID1"	"TAP_H_WTA_v1.0"	"Endogenous"	"35878"	FALSE
"RTS0021180"	"RTS0021180"	"AIRE"	"TAP_H_WTA_v1.0"	"Endogenous"	"35879"	FALSE
"RTS0021181"	"RTS0021181"	"APOB"	"TAP_H_WTA_v1.0"	"Endogenous"	"35880"	FALSE
"RTS0021182"	"RTS0021182"	"BLMH"	"TAP_H_WTA_v1.0"	"Endogenous"	"35881"	FALSE
"RTS0021183"	"RTS0021183"	"SLC25A20"	"TAP_H_WTA_v1.0"	"Endogenous"	"35882"	FALSE
"RTS0021184"	"RTS0021184"	"CASR"	"TAP_H_WTA_v1.0"	"Endogenous"	"35883"	FALSE
"RTS0021185"	"RTS0021185"	"CDKN1A"	"TAP_H_WTA_v1.0"	"Endogenous"	"35884"	FALSE
"RTS0021186"	"RTS0021186"	"CHM"	"TAP_H_WTA_v1.0"	"Endogenous"	"35885"	FALSE
"RTS0021187"	"RTS0021187"	"TPP1"	"TAP_H_WTA_v1.0"	"Endogenous"	"35886"	FALSE
"RTS0021189"	"RTS0021189"	"COL5A2"	"TAP_H_WTA_v1.0"	"Endogenous"	"35887"	FALSE
"RTS0021190"	"RTS0021190"	"CRYAA"	"TAP_H_WTA_v1.0"	"Endogenous"	"35888"	FALSE
"RTS0021191"	"RTS0021191"	"CSF2RB"	"TAP_H_WTA_v1.0"	"Endogenous"	"35889"	FALSE
"RTS0021192"	"RTS0021192"	"CTSK"	"TAP_H_WTA_v1.0"	"Endogenous"	"35890"	FALSE
"RTS0021193"	"RTS0021193"	"CYBB"	"TAP_H_WTA_v1.0"	"Endogenous"	"35891"	FALSE
"RTS0021194"	"RTS0021194"	"CYB5R3"	"TAP_H_WTA_v1.0"	"Endogenous"	"35892"	FALSE
"RTS0021195"	"RTS0021195"	"EGR2"	"TAP_H_WTA_v1.0"	"Endogenous"	"35893"	FALSE
"RTS0021196"	"RTS0021196"	"ERCC2"	"TAP_H_WTA_v1.0"	"Endogenous"	"35894"	FALSE
"RTS0021197"	"RTS0021197"	"G6PD"	"TAP_H_WTA_v1.0"	"Endogenous"	"35895"	FALSE
"RTS0021198"	"RTS0021198"	"GLB1"	"TAP_H_WTA_v1.0"	"Endogenous"	"35896"	FALSE
"RTS0021199"	"RTS0021199"	"GM2A"	"TAP_H_WTA_v1.0"	"Endogenous"	"35897"	FALSE
"RTS0021200"	"RTS0021200"	"GNRHR"	"TAP_H_WTA_v1.0"	"Endogenous"	"35898"	FALSE
"RTS0021202"	"RTS0021202"	"GUCA1A"	"TAP_H_WTA_v1.0"	"Endogenous"	"35899"	FALSE
"RTS0021203"	"RTS0021203"	"HLCS"	"TAP_H_WTA_v1.0"	"Endogenous"	"35900"	FALSE
"RTS0021204"	"RTS0021204"	"HRG"	"TAP_H_WTA_v1.0"	"Endogenous"	"35901"	FALSE
"RTS0021206"	"RTS0021206"	"HSD17B4"	"TAP_H_WTA_v1.0"	"Endogenous"	"35902"	FALSE
"RTS0021207"	"RTS0021207"	"IAPP"	"TAP_H_WTA_v1.0"	"Endogenous"	"35903"	FALSE
"RTS0021208"	"RTS0021208"	"IFNGR1"	"TAP_H_WTA_v1.0"	"Endogenous"	"35904"	FALSE
"RTS0021209"	"RTS0021209"	"IL2RA"	"TAP_H_WTA_v1.0"	"Endogenous"	"35905"	FALSE
"RTS0021210"	"RTS0021210"	"IL4R"	"TAP_H_WTA_v1.0"	"Endogenous"	"35906"	FALSE
"RTS0021211"	"RTS0021211"	"ITGA2B"	"TAP_H_WTA_v1.0"	"Endogenous"	"35907"	FALSE
"RTS0021212"	"RTS0021212"	"KEL"	"TAP_H_WTA_v1.0"	"Endogenous"	"35908"	FALSE
"RTS0021213"	"RTS0021213"	"KRT10"	"TAP_H_WTA_v1.0"	"Endogenous"	"35909"	FALSE
"RTS0021214"	"RTS0021214"	"KRT17"	"TAP_H_WTA_v1.0"	"Endogenous"	"35910"	FALSE
"RTS0021215"	"RTS0021215"	"KRT2"	"TAP_H_WTA_v1.0"	"Endogenous"	"35911"	FALSE
"RTS0021217"	"RTS0021217"	"LAMA2"	"TAP_H_WTA_v1.0"	"Endogenous"	"35912"	FALSE
"RTS0021218"	"RTS0021218"	"LOR"	"TAP_H_WTA_v1.0"	"Endogenous"	"35913"	FALSE
"RTS0021219"	"RTS0021219"	"LTBP2"	"TAP_H_WTA_v1.0"	"Endogenous"	"35914"	FALSE
"RTS0021220"	"RTS0021220"	"MAT1A"	"TAP_H_WTA_v1.0"	"Endogenous"	"35915"	FALSE
"RTS0021221"	"RTS0021221"	"PAFAH1B1"	"TAP_H_WTA_v1.0"	"Endogenous"	"35916"	FALSE
"RTS0021222"	"RTS0021222"	"MVK"	"TAP_H_WTA_v1.0"	"Endogenous"	"35917"	FALSE
"RTS0021223"	"RTS0021223"	"MYL2"	"TAP_H_WTA_v1.0"	"Endogenous"	"35918"	FALSE
"RTS0021224"	"RTS0021224"	"NCF2"	"TAP_H_WTA_v1.0"	"Endogenous"	"35919"	FALSE
"RTS0021225"	"RTS0021225"	"NEU1"	"TAP_H_WTA_v1.0"	"Endogenous"	"35920"	FALSE
"RTS0021226"	"RTS0021226"	"NOTCH3"	"TAP_H_WTA_v1.0"	"Endogenous"	"35921"	FALSE
"RTS0021227"	"RTS0021227"	"OXCT1"	"TAP_H_WTA_v1.0"	"Endogenous"	"35922"	FALSE
"RTS0021228"	"RTS0021228"	"PAFAH2"	"TAP_H_WTA_v1.0"	"Endogenous"	"35923"	FALSE
"RTS0021229"	"RTS0021229"	"PCSK1"	"TAP_H_WTA_v1.0"	"Endogenous"	"35924"	FALSE
"RTS0021230"	"RTS0021230"	"PDE6A"	"TAP_H_WTA_v1.0"	"Endogenous"	"35925"	FALSE
"RTS0021233"	"RTS0021233"	"PHEX"	"TAP_H_WTA_v1.0"	"Endogenous"	"35926"	FALSE
"RTS0021234"	"RTS0021234"	"PLEC"	"TAP_H_WTA_v1.0"	"Endogenous"	"35927"	FALSE
"RTS0021235"	"RTS0021235"	"PON1"	"TAP_H_WTA_v1.0"	"Endogenous"	"35928"	FALSE
"RTS0021236"	"RTS0021236"	"PSEN2"	"TAP_H_WTA_v1.0"	"Endogenous"	"35929"	FALSE
"RTS0021237"	"RTS0021237"	"RAG1"	"TAP_H_WTA_v1.0"	"Endogenous"	"35930"	FALSE
"RTS0021238"	"RTS0021238"	"RFX5"	"TAP_H_WTA_v1.0"	"Endogenous"	"35931"	FALSE
"RTS0021239"	"RTS0021239"	"SELE"	"TAP_H_WTA_v1.0"	"Endogenous"	"35932"	FALSE
"RTS0021240"	"RTS0021240"	"SHOX"	"TAP_H_WTA_v1.0"	"Endogenous"	"35933"	FALSE
"RTS0021241"	"RTS0021241"	"SLC10A2"	"TAP_H_WTA_v1.0"	"Endogenous"	"35934"	FALSE
"RTS0021242"	"RTS0021242"	"SLC5A5"	"TAP_H_WTA_v1.0"	"Endogenous"	"35935"	FALSE
"RTS0021244"	"RTS0021244"	"STK11"	"TAP_H_WTA_v1.0"	"Endogenous"	"35936"	FALSE
"RTS0021246"	"RTS0021246"	"TEK"	"TAP_H_WTA_v1.0"	"Endogenous"	"35937"	FALSE
"RTS0021247"	"RTS0021247"	"THPO"	"TAP_H_WTA_v1.0"	"Endogenous"	"35938"	FALSE
"RTS0021249"	"RTS0021249"	"UBE3A"	"TAP_H_WTA_v1.0"	"Endogenous"	"35939"	FALSE
"RTS0021250"	"RTS0021250"	"BARD1"	"TAP_H_WTA_v1.0"	"Endogenous"	"35940"	FALSE
"RTS0021251"	"RTS0021251"	"PEX1"	"TAP_H_WTA_v1.0"	"Endogenous"	"35941"	FALSE
"RTS0021252"	"RTS0021252"	"TWIST1"	"TAP_H_WTA_v1.0"	"Endogenous"	"35942"	FALSE
"RTS0021253"	"RTS0021253"	"NR0B1"	"TAP_H_WTA_v1.0"	"Endogenous"	"35943"	FALSE
"RTS0021254"	"RTS0021254"	"AK1"	"TAP_H_WTA_v1.0"	"Endogenous"	"35944"	FALSE
"RTS0021255"	"RTS0021255"	"ALB"	"TAP_H_WTA_v1.0"	"Endogenous"	"35945"	FALSE
"RTS0021256"	"RTS0021256"	"ALPL"	"TAP_H_WTA_v1.0"	"Endogenous"	"35946"	FALSE
"RTS0021257"	"RTS0021257"	"AMH"	"TAP_H_WTA_v1.0"	"Endogenous"	"345"	FALSE
"RTS0021258"	"RTS0021258"	"AMPD3"	"TAP_H_WTA_v1.0"	"Endogenous"	"35947"	FALSE
"RTS0021259"	"RTS0021259"	"AMT"	"TAP_H_WTA_v1.0"	"Endogenous"	"35948"	FALSE
"RTS0021260"	"RTS0021260"	"APOA4"	"TAP_H_WTA_v1.0"	"Endogenous"	"35949"	FALSE
"RTS0021262"	"RTS0021262"	"APP"	"TAP_H_WTA_v1.0"	"Endogenous"	"35950"	FALSE
"RTS0021263"	"RTS0021263"	"APRT"	"TAP_H_WTA_v1.0"	"Endogenous"	"35951"	FALSE
"RTS0021264"	"RTS0021264"	"AQP2"	"TAP_H_WTA_v1.0"	"Endogenous"	"35952"	FALSE
"RTS0021265"	"RTS0021265"	"ARSA"	"TAP_H_WTA_v1.0"	"Endogenous"	"35953"	FALSE
"RTS0021266"	"RTS0021266"	"SERPINC1"	"TAP_H_WTA_v1.0"	"Endogenous"	"35954"	FALSE
"RTS0021267"	"RTS0021267"	"ATRX"	"TAP_H_WTA_v1.0"	"Endogenous"	"35955"	FALSE
"RTS0021268"	"RTS0021268"	"AVP"	"TAP_H_WTA_v1.0"	"Endogenous"	"35956"	FALSE
"RTS0021269"	"RTS0021269"	"C1QB"	"TAP_H_WTA_v1.0"	"Endogenous"	"35957"	FALSE
"RTS0021270"	"RTS0021270"	"CFTR"	"TAP_H_WTA_v1.0"	"Endogenous"	"35958"	FALSE
"RTS0021271"	"RTS0021271"	"COL10A1"	"TAP_H_WTA_v1.0"	"Endogenous"	"35959"	FALSE
"RTS0021273"	"RTS0021273"	"COL4A5"	"TAP_H_WTA_v1.0"	"Endogenous"	"35960"	FALSE
"RTS0021274"	"RTS0021274"	"CRYBB2"	"TAP_H_WTA_v1.0"	"Endogenous"	"35961"	FALSE
"RTS0021275"	"RTS0021275"	"CYP11B1"	"TAP_H_WTA_v1.0"	"Endogenous"	"35962"	FALSE
"RTS0021276"	"RTS0021276"	"CYP11B2"	"TAP_H_WTA_v1.0"	"Endogenous"	"35963"	FALSE
"RTS0021277"	"RTS0021277"	"CYP1A1"	"TAP_H_WTA_v1.0"	"Endogenous"	"35964"	FALSE
"RTS0021278"	"RTS0021278"	"CYP21A2"	"TAP_H_WTA_v1.0"	"Endogenous"	"35965"	FALSE
"RTS0021279"	"RTS0021279"	"EPX"	"TAP_H_WTA_v1.0"	"Endogenous"	"35966"	FALSE
"RTS0021280"	"RTS0021280"	"F10"	"TAP_H_WTA_v1.0"	"Endogenous"	"35967"	FALSE
"RTS0021281"	"RTS0021281"	"F12"	"TAP_H_WTA_v1.0"	"Endogenous"	"35968"	FALSE
"RTS0021282"	"RTS0021282"	"F2"	"TAP_H_WTA_v1.0"	"Endogenous"	"35969"	FALSE
"RTS0021283"	"RTS0021283"	"FBP1"	"TAP_H_WTA_v1.0"	"Endogenous"	"35970"	FALSE
"RTS0021285"	"RTS0021285"	"FSHB"	"TAP_H_WTA_v1.0"	"Endogenous"	"35971"	FALSE
"RTS0021286"	"RTS0021286"	"FUT2"	"TAP_H_WTA_v1.0"	"Endogenous"	"35972"	FALSE
"RTS0021287"	"RTS0021287"	"GALNS"	"TAP_H_WTA_v1.0"	"Endogenous"	"35973"	FALSE
"RTS0021289"	"RTS0021289"	"GDNF"	"TAP_H_WTA_v1.0"	"Endogenous"	"35974"	FALSE
"RTS0021290"	"RTS0021290"	"GH1"	"TAP_H_WTA_v1.0"	"Endogenous"	"35975"	FALSE
"RTS0021291"	"RTS0021291"	"HBA2"	"TAP_H_WTA_v1.0"	"Endogenous"	"35976"	FALSE
"RTS0021292"	"RTS0021292"	"HBB"	"TAP_H_WTA_v1.0"	"Endogenous"	"35977"	FALSE
"RTS0021293"	"RTS0021293"	"HBD"	"TAP_H_WTA_v1.0"	"Endogenous"	"35978"	FALSE
"RTS0021294"	"RTS0021294"	"HEXA"	"TAP_H_WTA_v1.0"	"Endogenous"	"35979"	FALSE
"RTS0021295"	"RTS0021295"	"HEXB"	"TAP_H_WTA_v1.0"	"Endogenous"	"35980"	FALSE
"RTS0021296"	"RTS0021296"	"HOXA13"	"TAP_H_WTA_v1.0"	"Endogenous"	"35981"	FALSE
"RTS0021297"	"RTS0021297"	"HOXD13"	"TAP_H_WTA_v1.0"	"Endogenous"	"35982"	FALSE
"RTS0021298"	"RTS0021298"	"HTR1A"	"TAP_H_WTA_v1.0"	"Endogenous"	"35983"	FALSE
"RTS0021299"	"RTS0021299"	"KCNJ11"	"TAP_H_WTA_v1.0"	"Endogenous"	"35984"	FALSE
"RTS0021300"	"RTS0021300"	"KRT14"	"TAP_H_WTA_v1.0"	"Endogenous"	"35985"	FALSE
"RTS0021301"	"RTS0021301"	"LDLR"	"TAP_H_WTA_v1.0"	"Endogenous"	"35986"	FALSE
"RTS0021302"	"RTS0021302"	"MC2R"	"TAP_H_WTA_v1.0"	"Endogenous"	"35987"	FALSE
"RTS0021303"	"RTS0021303"	"MPZ"	"TAP_H_WTA_v1.0"	"Endogenous"	"35988"	FALSE
"RTS0021304"	"RTS0021304"	"OTC"	"TAP_H_WTA_v1.0"	"Endogenous"	"35989"	FALSE
"RTS0021305"	"RTS0021305"	"PCCB"	"TAP_H_WTA_v1.0"	"Endogenous"	"35990"	FALSE
"RTS0021306"	"RTS0021306"	"PLP1"	"TAP_H_WTA_v1.0"	"Endogenous"	"35991"	FALSE
"RTS0021307"	"RTS0021307"	"PMS1"	"TAP_H_WTA_v1.0"	"Endogenous"	"35992"	FALSE
"RTS0021308"	"RTS0021308"	"RAG2"	"TAP_H_WTA_v1.0"	"Endogenous"	"35993"	FALSE
"RTS0021309"	"RTS0021309"	"REN"	"TAP_H_WTA_v1.0"	"Endogenous"	"35994"	FALSE
"RTS0021311"	"RTS0021311"	"RHO"	"TAP_H_WTA_v1.0"	"Endogenous"	"35995"	FALSE
"RTS0021312"	"RTS0021312"	"RYR1"	"TAP_H_WTA_v1.0"	"Endogenous"	"35996"	FALSE
"RTS0021313"	"RTS0021313"	"SAG"	"TAP_H_WTA_v1.0"	"Endogenous"	"35997"	FALSE
"RTS0021314"	"RTS0021314"	"SFTPB"	"TAP_H_WTA_v1.0"	"Endogenous"	"35998"	FALSE
"RTS0021315"	"RTS0021315"	"SMPD1"	"TAP_H_WTA_v1.0"	"Endogenous"	"35999"	FALSE
"RTS0021317"	"RTS0021317"	"HNF1A"	"TAP_H_WTA_v1.0"	"Endogenous"	"36000"	FALSE
"RTS0021319"	"RTS0021319"	"TSC2"	"TAP_H_WTA_v1.0"	"Endogenous"	"36001"	FALSE
"RTS0021320"	"RTS0021320"	"TSHB"	"TAP_H_WTA_v1.0"	"Endogenous"	"36002"	FALSE
"RTS0021322"	"RTS0021322"	"VHL"	"TAP_H_WTA_v1.0"	"Endogenous"	"36003"	FALSE
"RTS0021323"	"RTS0021323"	"VWF"	"TAP_H_WTA_v1.0"	"Endogenous"	"36004"	FALSE
"RTS0021324"	"RTS0021324"	"WRN"	"TAP_H_WTA_v1.0"	"Endogenous"	"36005"	FALSE
"RTS0021326"	"RTS0021326"	"DCX"	"TAP_H_WTA_v1.0"	"Endogenous"	"36006"	FALSE
"RTS0021327"	"RTS0021327"	"GDF5"	"TAP_H_WTA_v1.0"	"Endogenous"	"36007"	FALSE
"RTS0021329"	"RTS0021329"	"C8A"	"TAP_H_WTA_v1.0"	"Endogenous"	"36008"	FALSE
"RTS0021330"	"RTS0021330"	"IL5RA"	"TAP_H_WTA_v1.0"	"Endogenous"	"36009"	FALSE
"RTS0021331"	"RTS0021331"	"IL6R"	"TAP_H_WTA_v1.0"	"Endogenous"	"36010"	FALSE
"RTS0021332"	"RTS0021332"	"FCGR1A"	"TAP_H_WTA_v1.0"	"Endogenous"	"36011"	FALSE
"RTS0021333"	"RTS0021333"	"CRP"	"TAP_H_WTA_v1.0"	"Endogenous"	"36012"	FALSE
"RTS0021334"	"RTS0021334"	"FCGR3A"	"TAP_H_WTA_v1.0"	"Endogenous"	"36013"	FALSE
"RTS0021335"	"RTS0021335"	"IL10"	"TAP_H_WTA_v1.0"	"Endogenous"	"36014"	FALSE
"RTS0021336"	"RTS0021336"	"CR1"	"TAP_H_WTA_v1.0"	"Endogenous"	"36015"	FALSE
"RTS0021337"	"RTS0021337"	"CD55"	"TAP_H_WTA_v1.0"	"Endogenous"	"36016"	FALSE
"RTS0021340"	"RTS0021340"	"IL1RN"	"TAP_H_WTA_v1.0"	"Endogenous"	"36017"	FALSE
"RTS0021341"	"RTS0021341"	"SLC11A1"	"TAP_H_WTA_v1.0"	"Endogenous"	"36018"	FALSE
"RTS0021342"	"RTS0021342"	"CCR5"	"TAP_H_WTA_v1.0"	"Endogenous"	"36019"	FALSE
"RTS0021343"	"RTS0021343"	"GPX1"	"TAP_H_WTA_v1.0"	"Endogenous"	"36020"	FALSE
"RTS0021345"	"RTS0021345"	"GC"	"TAP_H_WTA_v1.0"	"Endogenous"	"36021"	FALSE
"RTS0021347"	"RTS0021347"	"IL2"	"TAP_H_WTA_v1.0"	"Endogenous"	"36022"	FALSE
"RTS0021348"	"RTS0021348"	"C7"	"TAP_H_WTA_v1.0"	"Endogenous"	"36023"	FALSE
"RTS0021349"	"RTS0021349"	"IL3"	"TAP_H_WTA_v1.0"	"Endogenous"	"36024"	FALSE
"RTS0021350"	"RTS0021350"	"IL4"	"TAP_H_WTA_v1.0"	"Endogenous"	"36025"	FALSE
"RTS0021352"	"RTS0021352"	"CD14"	"TAP_H_WTA_v1.0"	"Endogenous"	"36026"	FALSE
"RTS0021353"	"RTS0021353"	"TAP1"	"TAP_H_WTA_v1.0"	"Endogenous"	"36027"	FALSE
"RTS0021354"	"RTS0021354"	"TNF"	"TAP_H_WTA_v1.0"	"Endogenous"	"36028"	FALSE
"RTS0021355"	"RTS0021355"	"LTA"	"TAP_H_WTA_v1.0"	"Endogenous"	"36029"	FALSE
"RTS0021356"	"RTS0021356"	"IGFBP1"	"TAP_H_WTA_v1.0"	"Endogenous"	"36030"	FALSE
"RTS0021357"	"RTS0021357"	"IGFBP2"	"TAP_H_WTA_v1.0"	"Endogenous"	"36031"	FALSE
"RTS0021358"	"RTS0021358"	"IGFBP3"	"TAP_H_WTA_v1.0"	"Endogenous"	"36032"	FALSE
"RTS0021361"	"RTS0021361"	"HGF"	"TAP_H_WTA_v1.0"	"Endogenous"	"36033"	FALSE
"RTS0021362"	"RTS0021362"	"SERPINE1"	"TAP_H_WTA_v1.0"	"Endogenous"	"36034"	FALSE
"RTS0021364"	"RTS0021364"	"IFNA2"	"TAP_H_WTA_v1.0"	"Endogenous"	"3860"	FALSE
"RTS0021365"	"RTS0021365"	"C8G"	"TAP_H_WTA_v1.0"	"Endogenous"	"36035"	FALSE
"RTS0021366"	"RTS0021366"	"ORM1"	"TAP_H_WTA_v1.0"	"Endogenous"	"36036"	FALSE
"RTS0021367"	"RTS0021367"	"ORM2"	"TAP_H_WTA_v1.0"	"Endogenous"	"36037"	FALSE
"RTS0021368"	"RTS0021368"	"CD59"	"TAP_H_WTA_v1.0"	"Endogenous"	"36038"	FALSE
"RTS0021369"	"RTS0021369"	"IGF2"	"TAP_H_WTA_v1.0"	"Endogenous"	"36039"	FALSE
"RTS0021370"	"RTS0021370"	"HPX"	"TAP_H_WTA_v1.0"	"Endogenous"	"36040"	FALSE
"RTS0021372"	"RTS0021372"	"NCAM1"	"TAP_H_WTA_v1.0"	"Endogenous"	"36041"	FALSE
"RTS0021373"	"RTS0021373"	"CD4"	"TAP_H_WTA_v1.0"	"Endogenous"	"36042"	FALSE
"RTS0021374"	"RTS0021374"	"SLC11A2"	"TAP_H_WTA_v1.0"	"Endogenous"	"36043"	FALSE
"RTS0021375"	"RTS0021375"	"IGF1"	"TAP_H_WTA_v1.0"	"Endogenous"	"36044"	FALSE
"RTS0021376"	"RTS0021376"	"IFNG"	"TAP_H_WTA_v1.0"	"Endogenous"	"36045"	FALSE
"RTS0021377"	"RTS0021377"	"NOS1"	"TAP_H_WTA_v1.0"	"Endogenous"	"36046"	FALSE
"RTS0021380"	"RTS0021380"	"SERPINA5"	"TAP_H_WTA_v1.0"	"Endogenous"	"36047"	FALSE
"RTS0021381"	"RTS0021381"	"NOS2"	"TAP_H_WTA_v1.0"	"Endogenous"	"36048"	FALSE
"RTS0021382"	"RTS0021382"	"LTBP1"	"TAP_H_WTA_v1.0"	"Endogenous"	"36049"	FALSE
"RTS0021383"	"RTS0021383"	"IL10RB"	"TAP_H_WTA_v1.0"	"Endogenous"	"36050"	FALSE
"RTS0021384"	"RTS0021384"	"IFNAR1"	"TAP_H_WTA_v1.0"	"Endogenous"	"36051"	FALSE
"RTS0021385"	"RTS0021385"	"NCF4"	"TAP_H_WTA_v1.0"	"Endogenous"	"36052"	FALSE
"RTS0021386"	"RTS0021386"	"ITGAM"	"TAP_H_WTA_v1.0"	"Endogenous"	"36053"	FALSE
"RTS0021387"	"RTS0021387"	"CXCR1"	"TAP_H_WTA_v1.0"	"Endogenous"	"36054"	FALSE
"RTS0021388"	"RTS0021388"	"RFX2"	"TAP_H_WTA_v1.0"	"Endogenous"	"36055"	FALSE
"RTS0021389"	"RTS0021389"	"SOD2"	"TAP_H_WTA_v1.0"	"Endogenous"	"36056"	FALSE
"RTS0021390"	"RTS0021390"	"GSR"	"TAP_H_WTA_v1.0"	"Endogenous"	"36057"	FALSE
"RTS0021391"	"RTS0021391"	"VTN"	"TAP_H_WTA_v1.0"	"Endogenous"	"36058"	FALSE
"RTS0021392"	"RTS0021392"	"FASLG"	"TAP_H_WTA_v1.0"	"Endogenous"	"36059"	FALSE
"RTS0021393"	"RTS0021393"	"IL13RA2"	"TAP_H_WTA_v1.0"	"Endogenous"	"36060"	FALSE
"RTS0021396"	"RTS0021396"	"TGFB1"	"TAP_H_WTA_v1.0"	"Endogenous"	"36061"	FALSE
"RTS0021397"	"RTS0021397"	"RPL9"	"TAP_H_WTA_v1.0"	"Endogenous"	"36062"	FALSE
"RTS0021398"	"RTS0021398"	"NAT1"	"TAP_H_WTA_v1.0"	"Endogenous"	"36063"	FALSE
"RTS0021399"	"RTS0021399"	"ABAT"	"TAP_H_WTA_v1.0"	"Endogenous"	"36064"	FALSE
"RTS0021400"	"RTS0021400"	"ACHE"	"TAP_H_WTA_v1.0"	"Endogenous"	"36065"	FALSE
"RTS0021401"	"RTS0021401"	"ACY1"	"TAP_H_WTA_v1.0"	"Endogenous"	"36066"	FALSE
"RTS0021402"	"RTS0021402"	"ADH1A"	"TAP_H_WTA_v1.0"	"Endogenous"	"36067"	FALSE
"RTS0021403"	"RTS0021403"	"ADH4"	"TAP_H_WTA_v1.0"	"Endogenous"	"36068"	FALSE
"RTS0021404"	"RTS0021404"	"ADH5"	"TAP_H_WTA_v1.0"	"Endogenous"	"36069"	FALSE
"RTS0021405"	"RTS0021405"	"ADH6"	"TAP_H_WTA_v1.0"	"Endogenous"	"36070"	FALSE
